model_id,context_tokens,output_tokens,kv_bytes,kv_mib,prefill_sec,decode_sec,t_recompute_sec,t_local_reuse_sec,bandwidth_name,bandwidth_bytes_per_sec,latency_name,latency_sec,t_transfer_sec,benefit,speedup_vs_recompute,file_transfer_sec,measurement_source,reason
meta-llama/Meta-Llama-3-8B-Instruct,1024,64,142606336,136.0,0.3045435469975928,2.2193643409991637,0.3045435469975928,2.2193643409991637,10Gbps,1250000000.0,rdma_10us,9.999999999999999e-06,0.11409506879999999,True,2.6692086713356082,,hf_real,
meta-llama/Meta-Llama-3-8B-Instruct,1024,64,142606336,136.0,0.3045435469975928,2.2193643409991637,0.3045435469975928,2.2193643409991637,10Gbps,1250000000.0,ethernet_100us,9.999999999999999e-05,0.1141850688,True,2.6671048167515994,,hf_real,
meta-llama/Meta-Llama-3-8B-Instruct,1024,64,142606336,136.0,0.3045435469975928,2.2193643409991637,0.3045435469975928,2.2193643409991637,25Gbps,3125000000.0,rdma_10us,9.999999999999999e-06,0.045644027520000005,True,6.6721444961041145,,hf_real,
meta-llama/Meta-Llama-3-8B-Instruct,1024,64,142606336,136.0,0.3045435469975928,2.2193643409991637,0.3045435469975928,2.2193643409991637,25Gbps,3125000000.0,ethernet_100us,9.999999999999999e-05,0.045734027520000005,True,6.659014381893492,,hf_real,
meta-llama/Meta-Llama-3-8B-Instruct,1024,64,142606336,136.0,0.3045435469975928,2.2193643409991637,0.3045435469975928,2.2193643409991637,100Gbps,12500000000.0,rdma_10us,9.999999999999999e-06,0.01141850688,True,26.671048167515995,,hf_real,
meta-llama/Meta-Llama-3-8B-Instruct,1024,64,142606336,136.0,0.3045435469975928,2.2193643409991637,0.3045435469975928,2.2193643409991637,100Gbps,12500000000.0,ethernet_100us,9.999999999999999e-05,0.01150850688,True,26.462472514731015,,hf_real,
meta-llama/Meta-Llama-3-8B-Instruct,1024,64,142606336,136.0,0.3045435469975928,2.2193643409991637,0.3045435469975928,2.2193643409991637,200Gbps,25000000000.0,rdma_10us,9.999999999999999e-06,0.00571425344,True,53.29542173712071,,hf_real,
meta-llama/Meta-Llama-3-8B-Instruct,1024,64,142606336,136.0,0.3045435469975928,2.2193643409991637,0.3045435469975928,2.2193643409991637,200Gbps,25000000000.0,ethernet_100us,9.999999999999999e-05,0.0058042534400000005,True,52.469029849529235,,hf_real,
meta-llama/Meta-Llama-3-8B-Instruct,1024,64,142606336,136.0,0.3045435469975928,2.2193643409991637,0.3045435469975928,2.2193643409991637,400Gbps,50000000000.0,rdma_10us,9.999999999999999e-06,0.00286212672,True,106.40463431248521,,hf_real,
meta-llama/Meta-Llama-3-8B-Instruct,1024,64,142606336,136.0,0.3045435469975928,2.2193643409991637,0.3045435469975928,2.2193643409991637,400Gbps,50000000000.0,ethernet_100us,9.999999999999999e-05,0.00295212672,True,103.16072983397976,,hf_real,
