model_id,context_tokens,output_tokens,kv_bytes,kv_mib,prefill_sec,decode_sec,t_recompute_sec,t_local_reuse_sec,bandwidth_name,bandwidth_bytes_per_sec,latency_name,latency_sec,t_transfer_sec,benefit,speedup_vs_recompute,file_transfer_sec,measurement_source,reason
mistralai/Mistral-7B-Instruct-v0.3,1024,64,142606336,136.0,0.2904581109978608,2.200472828000784,0.2904581109978608,2.200472828000784,10Gbps,1250000000.0,rdma_10us,9.999999999999999e-06,0.11409506879999999,True,2.5457551676226413,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,1024,64,142606336,136.0,0.2904581109978608,2.200472828000784,0.2904581109978608,2.200472828000784,10Gbps,1250000000.0,ethernet_100us,9.999999999999999e-05,0.1141850688,True,2.5437486183645475,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,1024,64,142606336,136.0,0.2904581109978608,2.200472828000784,0.2904581109978608,2.200472828000784,25Gbps,3125000000.0,rdma_10us,9.999999999999999e-06,0.045644027520000005,True,6.363551307355376,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,1024,64,142606336,136.0,0.2904581109978608,2.200472828000784,0.2904581109978608,2.200472828000784,25Gbps,3125000000.0,ethernet_100us,9.999999999999999e-05,0.045734027520000005,True,6.351028473729767,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,1024,64,142606336,136.0,0.2904581109978608,2.200472828000784,0.2904581109978608,2.200472828000784,100Gbps,12500000000.0,rdma_10us,9.999999999999999e-06,0.01141850688,True,25.437486183645472,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,1024,64,142606336,136.0,0.2904581109978608,2.200472828000784,0.2904581109978608,2.200472828000784,100Gbps,12500000000.0,ethernet_100us,9.999999999999999e-05,0.01150850688,True,25.238557358177534,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,1024,64,142606336,136.0,0.2904581109978608,2.200472828000784,0.2904581109978608,2.200472828000784,200Gbps,25000000000.0,rdma_10us,9.999999999999999e-06,0.00571425344,True,50.830456515044034,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,1024,64,142606336,136.0,0.2904581109978608,2.200472828000784,0.2904581109978608,2.200472828000784,200Gbps,25000000000.0,ethernet_100us,9.999999999999999e-05,0.0058042534400000005,True,50.04228605804311,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,1024,64,142606336,136.0,0.2904581109978608,2.200472828000784,0.2904581109978608,2.200472828000784,400Gbps,50000000000.0,rdma_10us,9.999999999999999e-06,0.00286212672,True,101.48331622362994,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,1024,64,142606336,136.0,0.2904581109978608,2.200472828000784,0.2904581109978608,2.200472828000784,400Gbps,50000000000.0,ethernet_100us,9.999999999999999e-05,0.00295212672,True,98.38944549028736,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,4096,64,545259520,520.0,0.37382853999952204,1.575657458997739,0.37382853999952204,1.575657458997739,10Gbps,1250000000.0,rdma_10us,9.999999999999999e-06,0.43621761600000003,False,0.8569771744374532,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,4096,64,545259520,520.0,0.37382853999952204,1.575657458997739,0.37382853999952204,1.575657458997739,10Gbps,1250000000.0,ethernet_100us,9.999999999999999e-05,0.436307616,False,0.8568004002009492,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,4096,64,545259520,520.0,0.37382853999952204,1.575657458997739,0.37382853999952204,1.575657458997739,25Gbps,3125000000.0,rdma_10us,9.999999999999999e-06,0.17449304640000002,True,2.142369267498341,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,4096,64,545259520,520.0,0.37382853999952204,1.575657458997739,0.37382853999952204,1.575657458997739,25Gbps,3125000000.0,ethernet_100us,9.999999999999999e-05,0.1745830464,True,2.1412648462040016,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,4096,64,545259520,520.0,0.37382853999952204,1.575657458997739,0.37382853999952204,1.575657458997739,100Gbps,12500000000.0,rdma_10us,9.999999999999999e-06,0.043630761600000005,True,8.56800400200949,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,4096,64,545259520,520.0,0.37382853999952204,1.575657458997739,0.37382853999952204,1.575657458997739,100Gbps,12500000000.0,ethernet_100us,9.999999999999999e-05,0.043720761600000005,True,8.550366606594565,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,4096,64,545259520,520.0,0.37382853999952204,1.575657458997739,0.37382853999952204,1.575657458997739,200Gbps,25000000000.0,rdma_10us,9.999999999999999e-06,0.0218203808,True,17.132081397934268,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,4096,64,545259520,520.0,0.37382853999952204,1.575657458997739,0.37382853999952204,1.575657458997739,200Gbps,25000000000.0,ethernet_100us,9.999999999999999e-05,0.0219103808,True,17.061708941157335,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,4096,64,545259520,520.0,0.37382853999952204,1.575657458997739,0.37382853999952204,1.575657458997739,400Gbps,50000000000.0,rdma_10us,9.999999999999999e-06,0.0109151904,True,34.248467163662305,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,4096,64,545259520,520.0,0.37382853999952204,1.575657458997739,0.37382853999952204,1.575657458997739,400Gbps,50000000000.0,ethernet_100us,9.999999999999999e-05,0.0110051904,True,33.96838459055847,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,8192,64,1082130432,1032.0,0.7093030180003552,1.579485009999189,0.7093030180003552,1.579485009999189,10Gbps,1250000000.0,rdma_10us,9.999999999999999e-06,0.8657143455999999,False,0.8193268618053905,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,8192,64,1082130432,1032.0,0.7093030180003552,1.579485009999189,0.7093030180003552,1.579485009999189,10Gbps,1250000000.0,ethernet_100us,9.999999999999999e-05,0.8658043456,False,0.8192416931204131,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,8192,64,1082130432,1032.0,0.7093030180003552,1.579485009999189,0.7093030180003552,1.579485009999189,25Gbps,3125000000.0,rdma_10us,9.999999999999999e-06,0.34629173824000004,True,2.048281664487091,,hf_real,
