model_id,context_tokens,output_tokens,kv_bytes,kv_mib,prefill_sec,decode_sec,t_recompute_sec,t_local_reuse_sec,bandwidth_name,bandwidth_bytes_per_sec,latency_name,latency_sec,t_transfer_sec,benefit,speedup_vs_recompute,file_transfer_sec,measurement_source,reason
mistralai/Mistral-7B-Instruct-v0.3,1024,64,142606336,136.0,0.7150483440018434,2.197039672999381,0.7150483440018434,2.197039672999381,10Gbps,1250000000.0,rdma_10us,9.999999999999999e-06,0.11409506879999999,True,6.267127506231395,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,1024,64,142606336,136.0,0.7150483440018434,2.197039672999381,0.7150483440018434,2.197039672999381,10Gbps,1250000000.0,ethernet_100us,9.999999999999999e-05,0.1141850688,True,6.262187793171811,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,1024,64,142606336,136.0,0.7150483440018434,2.197039672999381,0.7150483440018434,2.197039672999381,25Gbps,3125000000.0,rdma_10us,9.999999999999999e-06,0.045644027520000005,True,15.66575919902178,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,1024,64,142606336,136.0,0.7150483440018434,2.197039672999381,0.7150483440018434,2.197039672999381,25Gbps,3125000000.0,ethernet_100us,9.999999999999999e-05,0.045734027520000005,True,15.63493054901287,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,1024,64,142606336,136.0,0.7150483440018434,2.197039672999381,0.7150483440018434,2.197039672999381,100Gbps,12500000000.0,rdma_10us,9.999999999999999e-06,0.01141850688,True,62.6218779317181,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,1024,64,142606336,136.0,0.7150483440018434,2.197039672999381,0.7150483440018434,2.197039672999381,100Gbps,12500000000.0,ethernet_100us,9.999999999999999e-05,0.01150850688,True,62.132155931060566,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,1024,64,142606336,136.0,0.7150483440018434,2.197039672999381,0.7150483440018434,2.197039672999381,200Gbps,25000000000.0,rdma_10us,9.999999999999999e-06,0.00571425344,True,125.13416695809757,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,1024,64,142606336,136.0,0.7150483440018434,2.197039672999381,0.7150483440018434,2.197039672999381,200Gbps,25000000000.0,ethernet_100us,9.999999999999999e-05,0.0058042534400000005,True,123.19385281733034,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,1024,64,142606336,136.0,0.7150483440018434,2.197039672999381,0.7150483440018434,2.197039672999381,400Gbps,50000000000.0,rdma_10us,9.999999999999999e-06,0.00286212672,True,249.8311269746447,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,1024,64,142606336,136.0,0.7150483440018434,2.197039672999381,0.7150483440018434,2.197039672999381,400Gbps,50000000000.0,ethernet_100us,9.999999999999999e-05,0.00295212672,True,242.21465127413072,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,4096,64,545259520,520.0,0.3671069209995039,1.5938836929999525,0.3671069209995039,1.5938836929999525,10Gbps,1250000000.0,rdma_10us,9.999999999999999e-06,0.43621761600000003,False,0.8415683079600891,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,4096,64,545259520,520.0,0.3671069209995039,1.5938836929999525,0.3671069209995039,1.5938836929999525,10Gbps,1250000000.0,ethernet_100us,9.999999999999999e-05,0.436307616,False,0.84139471221035,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,4096,64,545259520,520.0,0.3671069209995039,1.5938836929999525,0.3671069209995039,1.5938836929999525,25Gbps,3125000000.0,rdma_10us,9.999999999999999e-06,0.17449304640000002,True,2.10384842590211,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,4096,64,545259520,520.0,0.3671069209995039,1.5938836929999525,0.3671069209995039,1.5938836929999525,25Gbps,3125000000.0,ethernet_100us,9.999999999999999e-05,0.1745830464,True,2.1027638626398946,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,4096,64,545259520,520.0,0.3671069209995039,1.5938836929999525,0.3671069209995039,1.5938836929999525,100Gbps,12500000000.0,rdma_10us,9.999999999999999e-06,0.043630761600000005,True,8.4139471221035,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,4096,64,545259520,520.0,0.3671069209995039,1.5938836929999525,0.3671069209995039,1.5938836929999525,100Gbps,12500000000.0,ethernet_100us,9.999999999999999e-05,0.043720761600000005,True,8.396626855637937,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,4096,64,545259520,520.0,0.3671069209995039,1.5938836929999525,0.3671069209995039,1.5938836929999525,200Gbps,25000000000.0,rdma_10us,9.999999999999999e-06,0.0218203808,True,16.824038240409806,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,4096,64,545259520,520.0,0.3671069209995039,1.5938836929999525,0.3671069209995039,1.5938836929999525,200Gbps,25000000000.0,ethernet_100us,9.999999999999999e-05,0.0219103808,True,16.754931114638772,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,4096,64,545259520,520.0,0.3671069209995039,1.5938836929999525,0.3671069209995039,1.5938836929999525,400Gbps,50000000000.0,rdma_10us,9.999999999999999e-06,0.0109151904,True,33.632663063715675,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,4096,64,545259520,520.0,0.3671069209995039,1.5938836929999525,0.3671069209995039,1.5938836929999525,400Gbps,50000000000.0,ethernet_100us,9.999999999999999e-05,0.0110051904,True,33.357616511523865,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,8192,64,1082130432,1032.0,0.7162773950003611,1.5866715279989876,0.7162773950003611,1.5866715279989876,10Gbps,1250000000.0,rdma_10us,9.999999999999999e-06,0.8657143455999999,False,0.8273830723042153,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,8192,64,1082130432,1032.0,0.7162773950003611,1.5866715279989876,0.7162773950003611,1.5866715279989876,10Gbps,1250000000.0,ethernet_100us,9.999999999999999e-05,0.8658043456,False,0.8272970661795223,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,8192,64,1082130432,1032.0,0.7162773950003611,1.5866715279989876,0.7162773950003611,1.5866715279989876,25Gbps,3125000000.0,rdma_10us,9.999999999999999e-06,0.34629173824000004,True,2.068421841770709,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,8192,64,1082130432,1032.0,0.7162773950003611,1.5866715279989876,0.7162773950003611,1.5866715279989876,25Gbps,3125000000.0,ethernet_100us,9.999999999999999e-05,0.34638173824,True,2.067884405915386,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,8192,64,1082130432,1032.0,0.7162773950003611,1.5866715279989876,0.7162773950003611,1.5866715279989876,100Gbps,12500000000.0,rdma_10us,9.999999999999999e-06,0.08658043456,True,8.272970661795222,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,8192,64,1082130432,1032.0,0.7162773950003611,1.5866715279989876,0.7162773950003611,1.5866715279989876,100Gbps,12500000000.0,ethernet_100us,9.999999999999999e-05,0.08667043456000001,True,8.264379873444597,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,8192,64,1082130432,1032.0,0.7162773950003611,1.5866715279989876,0.7162773950003611,1.5866715279989876,200Gbps,25000000000.0,rdma_10us,9.999999999999999e-06,0.043295217280000006,True,16.54403049574812,,hf_real,
mistralai/Mistral-7B-Instruct-v0.3,8192,64,1082130432,1032.0,0.7162773950003611,1.5866715279989876,0.7162773950003611,1.5866715279989876,200Gbps,25000000000.0,ethernet_100us,9.999999999999999e-05,0.043385217280000006,True,16.509710908617606,,hf_real,
