model_id,context_tokens,output_tokens,kv_bytes,kv_mib,prefill_sec,decode_sec,t_recompute_sec,t_local_reuse_sec,bandwidth_name,bandwidth_bytes_per_sec,latency_name,latency_sec,t_transfer_sec,benefit,speedup_vs_recompute,file_transfer_sec,measurement_source,reason
meta-llama/Meta-Llama-3-8B-Instruct,1024,64,142606336,136.0,0.3564818049999303,2.2333543399981863,0.3564818049999303,2.2333543399981863,10Gbps,1250000000.0,rdma_10us,9.999999999999999e-06,0.11409506879999999,True,3.1244278017380043,,hf_real,
meta-llama/Meta-Llama-3-8B-Instruct,1024,64,142606336,136.0,0.3564818049999303,2.2333543399981863,0.3564818049999303,2.2333543399981863,10Gbps,1250000000.0,ethernet_100us,9.999999999999999e-05,0.1141850688,True,3.121965146111383,,hf_real,
meta-llama/Meta-Llama-3-8B-Instruct,1024,64,142606336,136.0,0.3564818049999303,2.2333543399981863,0.3564818049999303,2.2333543399981863,25Gbps,3125000000.0,rdma_10us,9.999999999999999e-06,0.045644027520000005,True,7.810042723415006,,hf_real,
meta-llama/Meta-Llama-3-8B-Instruct,1024,64,142606336,136.0,0.3564818049999303,2.2333543399981863,0.3564818049999303,2.2333543399981863,25Gbps,3125000000.0,ethernet_100us,9.999999999999999e-05,0.045734027520000005,True,7.794673339102637,,hf_real,
meta-llama/Meta-Llama-3-8B-Instruct,1024,64,142606336,136.0,0.3564818049999303,2.2333543399981863,0.3564818049999303,2.2333543399981863,100Gbps,12500000000.0,rdma_10us,9.999999999999999e-06,0.01141850688,True,31.21965146111383,,hf_real,
meta-llama/Meta-Llama-3-8B-Instruct,1024,64,142606336,136.0,0.3564818049999303,2.2333543399981863,0.3564818049999303,2.2333543399981863,100Gbps,12500000000.0,ethernet_100us,9.999999999999999e-05,0.01150850688,True,30.97550435664599,,hf_real,
meta-llama/Meta-Llama-3-8B-Instruct,1024,64,142606336,136.0,0.3564818049999303,2.2333543399981863,0.3564818049999303,2.2333543399981863,200Gbps,25000000000.0,rdma_10us,9.999999999999999e-06,0.00571425344,True,62.384668223593934,,hf_real,
meta-llama/Meta-Llama-3-8B-Instruct,1024,64,142606336,136.0,0.3564818049999303,2.2333543399981863,0.3564818049999303,2.2333543399981863,200Gbps,25000000000.0,ethernet_100us,9.999999999999999e-05,0.0058042534400000005,True,61.4173396604698,,hf_real,
meta-llama/Meta-Llama-3-8B-Instruct,1024,64,142606336,136.0,0.3564818049999303,2.2333543399981863,0.3564818049999303,2.2333543399981863,400Gbps,50000000000.0,rdma_10us,9.999999999999999e-06,0.00286212672,True,124.55137031805856,,hf_real,
meta-llama/Meta-Llama-3-8B-Instruct,1024,64,142606336,136.0,0.3564818049999303,2.2333543399981863,0.3564818049999303,2.2333543399981863,400Gbps,50000000000.0,ethernet_100us,9.999999999999999e-05,0.00295212672,True,120.75423544146855,,hf_real,
